accession,original_accessions,pubchem_id,smiles_iso,rt,rt_unit,inchikey,precursor_type,molecular_formula
EQ64634059,EQ366804;EQ366801;EQ366805;EQ366808;EQ366809;EQ366802;EQ366803;EQ366806;EQ366807,4030,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,7.6,min,OPXLLQIJSORQAM-UHFFFAOYSA-N,[M+H]+,C16H13N3O3
EQ06328585,EQ369004;EQ369001;EQ369002;EQ369006;EQ369007;EQ369009;EQ369003;EQ369008;EQ369005,4037,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl,14.0,min,SBDNJUWAMKYJOX-UHFFFAOYSA-N,[M+H]+,C14H11Cl2NO2
EQ48178994,EQ335105;EQ335108;EQ335109;EQ335101;EQ335102;EQ335104;EQ335103;EQ335107;EQ335106,4054,CC12CC3CC(C1)(CC(C3)(C2)N)C,6.7,min,BUGYDGFZZOZRHP-UHFFFAOYSA-N,[M+H]+,C12H21N
EQ21952096,EQ327409;EQ327402;EQ327405;EQ327403;EQ327404;EQ327406;EQ327407;EQ327408;EQ327401,4184,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,6.5,min,UEQUQVLFIPOEMF-UHFFFAOYSA-N,[M+H]+,C18H20N2
EQ34863821,EQ362209;EQ362203;EQ362207;EQ362204;EQ362202;EQ362208;EQ362206;EQ362201;EQ362205,4205,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,4.7,min,RONZAEMNMFQXRA-UHFFFAOYSA-N,[M+H]+,C17H19N3
EQ84232451,EQ369104;EQ369108;EQ369105;EQ369109;EQ369102;EQ369101;EQ369106;EQ369107;EQ369103,4488,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,12.7,min,JZFPYUNJRRFVQU-UHFFFAOYSA-N,[M+H]+,C13H9F3N2O2
EQ72544748,EQ368309;EQ368302;EQ368301;EQ368305;EQ368308;EQ368303;EQ368307;EQ368306;EQ368304,4506,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,7.7,min,KJONHKAYOJNZEC-UHFFFAOYSA-N,[M+H]+,C15H11N3O3
EQ79579158,EQ033504;EQ033508;EQ033501;EQ033506;EQ033505;EQ033503;EQ033509;EQ033507;EQ033502,4541,C1=CC=C(C=C1)C(CCN)OC2=CC=C(C=C2)C(F)(F)F,8.7,min,WIQRCHMSJFFONW-UHFFFAOYSA-N,[M+H]+,C16H16F3NO
EQ65438674,EQ369205;EQ369201;EQ369203;EQ369209;EQ369202;EQ369204;EQ369207;EQ369206;EQ369208,4543,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,8.5,min,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,[M+H]+,C19H21N
EQ12604996,EQ334909;EQ334908;EQ334904;EQ334901;EQ334907;EQ334905;EQ334902;EQ334903;EQ334906,4547,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,9.7,min,FAEKWTJYAYMJKF-UHFFFAOYSA-N,[M+H]+,C27H36N2O4
EQ97513558,EQ327601;EQ327603;EQ327604;EQ327605;EQ327602;EQ327609;EQ327606;EQ327608;EQ327607,4601,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,7.4,min,QVYRGXJJSLMXQH-UHFFFAOYSA-N,[M+H]+,C18H23NO
EQ60196325,EQ360906;EQ360901;EQ360905;EQ360904;EQ360908;EQ360909;EQ360903;EQ360902;EQ360907,4628,CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O,0.9,min,KYGZCKSPAKDVKC-UHFFFAOYSA-N,[M+H]+,C13H11NO5
EQ18452078,EQ361104;EQ361107;EQ361105;EQ361101;EQ361109;EQ361103;EQ361108;EQ361102;EQ361106,4691,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,7.8,min,AHOUBRCZNHFOSL-UHFFFAOYSA-N,[M+H]+,C19H20FNO3
EQ88824021,EQ300507;EQ300503;EQ300504;EQ300505;EQ300506;EQ300509;EQ300502;EQ300501;EQ300508,4761,CN(C)CCC(C1=CC=CC=C1)C2=CC=CC=N2,3.7,min,IJHNSHDBIRRJRN-UHFFFAOYSA-N,[M+H]+,C16H20N2
EQ09166537,EQ362401;EQ362407;EQ362406;EQ362405;EQ362404;EQ362408;EQ362409;EQ362402;EQ362403,4763,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,6.0,min,DDBREPKUVSBGFI-UHFFFAOYSA-N,[M+H]+,C12H12N2O3
EQ51232697,EQ361506;EQ361505;EQ361508;EQ361501;EQ361503;EQ361509;EQ361507;EQ361502;EQ361504,4781,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,11.3,min,VYMDGNCVAMGZFE-UHFFFAOYSA-N,[M+H]+,C19H20N2O2
EQ90423486,EQ368409;EQ368402;EQ368406;EQ368404;EQ368405;EQ368401;EQ368403;EQ368408;EQ368407,4786,CC(C(C1=CC=CC=C1)O)N,2.4,min,DLNKOYKMWOXYQA-UHFFFAOYSA-N,[M+H]+,C9H13NO
EQ58992607,EQ327301;EQ327304;EQ327305;EQ327303;EQ327309;EQ327307;EQ327308;EQ327306;EQ327302,4886,CCCCOC1=CC=C(C=C1)OCCCN2CCOCC2,7.3,min,DQKXQSGTHWVTAD-UHFFFAOYSA-N,[M+H]+,C17H27NO3
EQ25802704,EQ335302;EQ335304;EQ335303;EQ335309;EQ335308;EQ335307;EQ335305;EQ335301;EQ335306,5073,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,5.4,min,RAPZEAPATHNIPO-UHFFFAOYSA-N,[M+H]+,C23H27FN4O2
EQ63213359,EQ369501;EQ369504;EQ369509;EQ369506;EQ369503;EQ369502;EQ369507;EQ369505;EQ369508,5094,CN1C(=CN=C1COC(=O)N)[N+](=O)[O-],2.3,min,PQFRTXSWDXZRRS-UHFFFAOYSA-N,[M+H]+,C6H8N4O4
EQ51672571,EQ363301;EQ363308;EQ363307;EQ363304;EQ363303;EQ363309;EQ363302;EQ363305;EQ363306,5291,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,5.8,min,KTUFNOKKBVMGRW-UHFFFAOYSA-N,[M+H]+,C29H31N7O
EQ60897602,EQ358601;EQ358609;EQ358602;EQ358604;EQ358608;EQ358606;EQ358603;EQ358607;EQ358605,5402,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21,8.8,min,DOMXUEMWDBAQBQ-UHFFFAOYSA-N,[M+H]+,C21H25N
EQ74159073,EQ363409;EQ363404;EQ363403;EQ363405;EQ363401;EQ363402;EQ363408;EQ363406;EQ363407,5433,CS(=O)(=O)C1=CC=C(C=C1)C(C(CO)NC(=O)C(Cl)Cl)O,3.7,min,OTVAEFIXJLOWRX-UHFFFAOYSA-N,[M+H]+,C12H15Cl2NO5S
EQ77029193,EQ372401;EQ372402;EQ372404;EQ372403;EQ372406;EQ372405;EQ372407;EQ372408;EQ372409,5455,CN(C)C(=S)SSC(=S)N(C)C,6.5,min,KUAZQDVKQLNFPE-UHFFFAOYSA-N,[M+H]+,C6H12N2S4
EQ87939503,EQ321007;EQ321001;EQ321004;EQ321005;EQ321002;EQ321008;EQ321003;EQ321009;EQ321006,5478,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,4.9,min,BLJRIMJGRPQVNF-UHFFFAOYSA-N,[M+H]+,C13H24N4O3S
EQ33695084,EQ363509;EQ363507;EQ363501;EQ363503;EQ363506;EQ363502;EQ363505;EQ363504;EQ363508,5514,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C,6.1,min,KJADKKWYZYXHBB-UHFFFAOYSA-N,[M+H]+,C12H21NO8S
EQ24525650,EQ372504;EQ372506;EQ372505;EQ372501;EQ372509;EQ372507;EQ372508;EQ372503;EQ372502,5543,CC(C)N(C(C)C)C(=O)SCC(=C(Cl)Cl)Cl,15.9,min,MWBPRDONLNQCFV-UHFFFAOYSA-N,[M+H]+,C10H16Cl3NOS
EQ00512378,EQ363706;EQ363707;EQ363709;EQ363703;EQ363704;EQ363705;EQ363708;EQ363701;EQ363702,5546,C1=CC=C(C=C1)C2=NC3=C(N=C2N)N=C(N=C3N)N,4.5,min,FNYLWPVRPXGIIP-UHFFFAOYSA-N,[M+H]+,C12H11N7
EQ14876479,EQ362607;EQ362603;EQ362606;EQ362605;EQ362608;EQ362602;EQ362609;EQ362604;EQ362601,5665,C=CC(CCC(=O)O)N,0.9,min,PJDFLNIOAUIZSL-UHFFFAOYSA-N,[M+H]+,C6H11NO2
EQ73686261,EQ364302;EQ364303;EQ364301;EQ364308;EQ364304;EQ364306;EQ364305;EQ364309;EQ364307,5735,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,4.6,min,GBBSUAFBMRNDJC-UHFFFAOYSA-N,[M+H]+,C17H17ClN6O3
EQ38237060,EQ319805;EQ319801;EQ319803;EQ319806;EQ319807;EQ319808;EQ319804;EQ319802;EQ319809,5753,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O,8.9,min,OMFXVFTZEKFJBZ-HJTSIMOOSA-N,[M+H]+,C21H30O4
EQ57941842,EQ320101;EQ320107;EQ320106;EQ320109;EQ320105;EQ320103;EQ320104;EQ320102;EQ320108,5754,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,7.7,min,JYGXADMDTFJGBT-VWUMJDOOSA-N,[M+H]+,C21H30O5
EQ19420964,EQ345206;EQ345205;EQ345201;EQ345204;EQ345202;EQ345203,5921,CCN(CC)N=O,3.7,min,WBNQDOYYEUMPFS-UHFFFAOYSA-N,[M+H]+,C4H10N2O
EQ95297537,EQ345406;EQ345401;EQ345405;EQ345402;EQ345403;EQ345404,6046,C1COCCN1N=O,1.7,min,ZKXDGKXYMTYWTB-UHFFFAOYSA-N,[M+H]+,C4H8N2O2
EQ12945893,EQ344703;EQ344704;EQ344702;EQ344705;EQ344706;EQ344701,6124,CN(C)N=O,1.3,min,UMFJAHHVKNCGLG-UHFFFAOYSA-N,[M+H]+,C2H6N2O
EQ21201178,EQ320701;EQ320706;EQ320708;EQ320702;EQ320709;EQ320705;EQ320704;EQ320703;EQ320707,6196,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,8.5,min,UWYHMGVUTGAWSP-JKIFEVAISA-N,[M+H]+,C19H19N3O5S
EQ76291192,EQ361808;EQ361802;EQ361803;EQ361805;EQ361806;EQ361801;EQ361807;EQ361809;EQ361804,6269,CC1=CC=C(C=C1)S(=O)(=O)N,4.6,min,LMYRWZFENFIFIT-UHFFFAOYSA-N,[M+H]+,C7H9NO2S
EQ69867251,EQ345902;EQ345906;EQ345901;EQ345903;EQ345905;EQ345904,6628,CC1=CC=C(C=C1)S(=O)(=O)N(C)N=O,8.3,min,FFKZOUIEAHOBHW-UHFFFAOYSA-N,[M+H]+,C8H10N2O3S
EQ94465845,EQ367401;EQ367403;EQ367408;EQ367404;EQ367402;EQ367405;EQ367409;EQ367406;EQ367407,6778,C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2C(=O)OC3=CC=CC=C3,12.9,min,DWNAQMUDCDVSLT-UHFFFAOYSA-N,[M+H]+,C20H14O4
