accession,original_accessions,pubchem_id,smiles_iso,rt,rt_unit,inchikey,precursor_type,molecular_formula
AU55287773,AU235201;AU235205;AU235204;AU235206;AU235202;AU235203,3365,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,5.116,min,RFHAOTPXVQNOHP-UHFFFAOYSA-N,[M+H]+,C13H12F2N6O
AU87858162,AU223901;AU223903;AU223902,3366,C1=NC(=O)NC(=C1F)N,1.524,min,XRECTZIEBJDKEO-UHFFFAOYSA-N,[M+H]+,C4H4FN3O
AU83659378,AU103001;AU103003;AU103002,3374,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O,7.382,min,DPSPPJIUMHPXMA-UHFFFAOYSA-N,[M+H]+,C14H12FNO3
AU27430022,AU159503;AU159504;AU159502;AU159505,3380,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,7.6,min,PPTYJKAXVCCBDU-UHFFFAOYSA-N,[M+H]+,C16H12FN3O3
AU02200072,AU150903;AU150902;AU150905;AU150901;AU150904,3386,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,8.6,min,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,[M+H]+,C17H18F3NO
AU41595694,AU163101;AU163102;AU163103;AU163105;AU163104,3393,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,6.851,min,SAADBVWGJQAEFS-UHFFFAOYSA-N,[M+H]+,C21H23ClFN3O
AU94106598,AU163132;AU163131;AU163130,3393,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,12.973,min,SAADBVWGJQAEFS-UHFFFAOYSA-N,[M+Na]+,C21H23ClFN3O
AU18774662,AU235004;AU235002;AU235001;AU235003;AU235005;AU235006,3397,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,11.151,min,MKXKFYHWDHIYRV-UHFFFAOYSA-N,[M+H]+,C11H11F3N2O3
AU69294744,AU274006;AU274001;AU274003;AU274002;AU274005;AU274004,3404,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,8.084,min,CJOFXWAVKWHTFT-UHFFFAOYSA-N,[M+H]+,C15H21F3N2O2
AU44394738,AU596802;AU596801;AU596800;AU596803;AU596804,3431,CCCCC(C)C(C(CC(C)CC(CCCCC(CC(C(C)N)O)O)O)OC(=O)CC(CC(=O)O)C(=O)O)OC(=O)CC(CC(=O)O)C(=O)O,8.641,min,UVBUBMSSQKOIBE-UHFFFAOYSA-N,[M+H]+,C34H59NO15
AU41043593,AU596903;AU596904;AU596900;AU596901;AU596902,3432,CCCCC(C)C(C(CC(C)CCCCCCC(CC(C(C)N)O)O)OC(=O)CC(CC(=O)O)C(=O)O)OC(=O)CC(CC(=O)O)C(=O)O,10.396,min,UXDPXZQHTDAXOZ-UHFFFAOYSA-N,[M+H]+,C34H59NO14
AU93115832,AU269202;AU269203;AU269206;AU269201;AU269205;AU269204,3440,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,5.997,min,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,[M+H]+,C12H11ClN2O5S
AU51996682,AU167803;AU167802;AU167806;AU167801,3446,C1CCC(CC1)(CC(=O)O)CN,3.7,min,UGJMXCAKCUNAIE-UHFFFAOYSA-N,[M+H]+,C9H17NO2
AU81936626,AU269101;AU269104;AU269103;AU269102;AU269106;AU269105,3463,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,11.904,min,HEMJJKBWTPKOJG-UHFFFAOYSA-N,[M+H]+,C15H22O3
AU18191936,AU235506;AU235503;AU235502;AU235504;AU235501;AU235505,3476,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,10.593,min,WIGIZIANZCJQQY-UHFFFAOYSA-N,[M+H]+,C24H34N4O5S
